GEO,SEX,AGE,CAS,SIE,EDU,LOC,TIME,VALUE,FLAGS,FOOTNOTES
FR1,F,Y18,POP,EMP,ED1,TOTAL,2011,1153,u,
FR1,F,Y18,POP,EMP,ED2,TOTAL,2011,25756,u,
FR1,F,Y18,POP,EMP,ED3,TOTAL,2011,47055,,
FR1,F,Y18,POP,EMP,ED4,TOTAL,2011,0,,
FR1,F,Y18,POP,EMP,ED5,TOTAL,2011,1396,,
FR1,F,Y18,POP,EMP,ED6,TOTAL,2011,0,,
FR1,F,Y18,POP,EMP,NAP,TOTAL,2011,0,,
FR1,F,Y18,POP,EMP,NONE,TOTAL,2011,319,,
FR1,F,Y18,POP,EMP,UNK,TOTAL,2011,1,u,
FR1,F,Y19,POP,EMP,ED1,TOTAL,2011,1027,u,
FR1,F,Y19,POP,EMP,ED2,TOTAL,2011,13488,u,
FR1,F,Y19,POP,EMP,ED3,TOTAL,2011,58625,,
FR1,F,Y19,POP,EMP,ED4,TOTAL,2011,0,,
FR1,F,Y19,POP,EMP,ED5,TOTAL,2011,4108,,
FR1,F,Y19,POP,EMP,ED6,TOTAL,2011,0,,
FR1,F,Y19,POP,EMP,NAP,TOTAL,2011,0,,
FR1,F,Y19,POP,EMP,NONE,TOTAL,2011,369,,
FR1,F,Y19,POP,EMP,UNK,TOTAL,2011,1,u,
FR1,F,Y20-24,POP,EMP,ED1,TOTAL,2011,5857,u,
FR1,F,Y20-24,POP,EMP,ED2,TOTAL,2011,40079,u,
FR1,F,Y20-24,POP,EMP,ED3,TOTAL,2011,196163,,
FR1,F,Y20-24,POP,EMP,ED4,TOTAL,2011,0,,
FR1,F,Y20-24,POP,EMP,ED5,TOTAL,2011,179136,,
FR1,F,Y20-24,POP,EMP,ED6,TOTAL,2011,0,,
FR1,F,Y20-24,POP,EMP,NAP,TOTAL,2011,0,,
FR1,F,Y20-24,POP,EMP,NONE,TOTAL,2011,3100,,
FR1,F,Y20-24,POP,EMP,UNK,TOTAL,2011,7,u,
FR1,F,Y25-29,POP,EMP,ED1,TOTAL,2011,8241,u,
FR1,F,Y25-29,POP,EMP,ED2,TOTAL,2011,42476,u,
FR1,F,Y25-29,POP,EMP,ED3,TOTAL,2011,132331,,
FR1,F,Y25-29,POP,EMP,ED4,TOTAL,2011,0,,
FR1,F,Y25-29,POP,EMP,ED5,TOTAL,2011,276167,,
FR1,F,Y25-29,POP,EMP,ED6,TOTAL,2011,5009,u,
FR1,F,Y25-29,POP,EMP,NAP,TOTAL,2011,0,,
FR1,F,Y25-29,POP,EMP,NONE,TOTAL,2011,5611,,
FR1,F,Y25-29,POP,EMP,UNK,TOTAL,2011,1,u,
FR1,F,Y30-49,POP,EMP,ED1,TOTAL,2011,74432,u,
FR1,F,Y30-49,POP,EMP,ED2,TOTAL,2011,239683,u,
FR1,F,Y30-49,POP,EMP,ED3,TOTAL,2011,578691,,
FR1,F,Y30-49,POP,EMP,ED4,TOTAL,2011,0,,
FR1,F,Y30-49,POP,EMP,ED5,TOTAL,2011,811761,,
FR1,F,Y30-49,POP,EMP,ED6,TOTAL,2011,15114,u,
FR1,F,Y30-49,POP,EMP,NAP,TOTAL,2011,0,,
FR1,F,Y30-49,POP,EMP,NONE,TOTAL,2011,42811,,
FR1,F,Y30-49,POP,EMP,UNK,TOTAL,2011,23,u,
FR1,F,Y50-64,POP,EMP,ED1,TOTAL,2011,153145,u,
FR1,F,Y50-64,POP,EMP,ED2,TOTAL,2011,192580,u,
FR1,F,Y50-64,POP,EMP,ED3,TOTAL,2011,359175,,
FR1,F,Y50-64,POP,EMP,ED4,TOTAL,2011,0,,
FR1,F,Y50-64,POP,EMP,ED5,TOTAL,2011,320790,,
FR1,F,Y50-64,POP,EMP,ED6,TOTAL,2011,7097,u,
FR1,F,Y50-64,POP,EMP,NAP,TOTAL,2011,0,,
FR1,F,Y50-64,POP,EMP,NONE,TOTAL,2011,47844,,
FR1,F,Y50-64,POP,EMP,UNK,TOTAL,2011,25,u,
FR1,F,Y65-84,POP,EMP,ED1,TOTAL,2011,252032,u,
FR1,F,Y65-84,POP,EMP,ED2,TOTAL,2011,126762,u,
FR1,F,Y65-84,POP,EMP,ED3,TOTAL,2011,196195,,
FR1,F,Y65-84,POP,EMP,ED4,TOTAL,2011,0,,
FR1,F,Y65-84,POP,EMP,ED5,TOTAL,2011,119085,,
FR1,F,Y65-84,POP,EMP,ED6,TOTAL,2011,3074,u,
FR1,F,Y65-84,POP,EMP,NAP,TOTAL,2011,0,,
FR1,F,Y65-84,POP,EMP,NONE,TOTAL,2011,37478,,
FR1,F,Y65-84,POP,EMP,UNK,TOTAL,2011,2,u,
FR1,F,Y_GE85,POP,EMP,ED1,TOTAL,2011,66084,u,
FR1,F,Y_GE85,POP,EMP,ED2,TOTAL,2011,30350,u,
FR1,F,Y_GE85,POP,EMP,ED3,TOTAL,2011,32813,,
FR1,F,Y_GE85,POP,EMP,ED4,TOTAL,2011,0,,
FR1,F,Y_GE85,POP,EMP,ED5,TOTAL,2011,22215,,
FR1,F,Y_GE85,POP,EMP,ED6,TOTAL,2011,231,u,
FR1,F,Y_GE85,POP,EMP,NAP,TOTAL,2011,0,,
FR1,F,Y_GE85,POP,EMP,NONE,TOTAL,2011,6774,,
FR1,F,Y_GE85,POP,EMP,UNK,TOTAL,2011,0,,
FR1,M,Y18,POP,EMP,ED1,TOTAL,2011,1438,u,
FR1,M,Y18,POP,EMP,ED2,TOTAL,2011,32097,u,
FR1,M,Y18,POP,EMP,ED3,TOTAL,2011,40851,,
FR1,M,Y18,POP,EMP,ED4,TOTAL,2011,0,,
FR1,M,Y18,POP,EMP,ED5,TOTAL,2011,1352,,
FR1,M,Y18,POP,EMP,ED6,TOTAL,2011,0,,
FR1,M,Y18,POP,EMP,NAP,TOTAL,2011,0,,
FR1,M,Y18,POP,EMP,NONE,TOTAL,2011,527,,
FR1,M,Y18,POP,EMP,UNK,TOTAL,2011,1,u,
FR1,M,Y19,POP,EMP,ED1,TOTAL,2011,1359,u,
FR1,M,Y19,POP,EMP,ED2,TOTAL,2011,18618,u,
FR1,M,Y19,POP,EMP,ED3,TOTAL,2011,53386,,
FR1,M,Y19,POP,EMP,ED4,TOTAL,2011,0,,
FR1,M,Y19,POP,EMP,ED5,TOTAL,2011,2648,,
FR1,M,Y19,POP,EMP,ED6,TOTAL,2011,0,,
FR1,M,Y19,POP,EMP,NAP,TOTAL,2011,0,,
FR1,M,Y19,POP,EMP,NONE,TOTAL,2011,537,,
FR1,M,Y19,POP,EMP,UNK,TOTAL,2011,2,u,
FR1,M,Y20-24,POP,EMP,ED1,TOTAL,2011,7591,u,
FR1,M,Y20-24,POP,EMP,ED2,TOTAL,2011,56044,u,
FR1,M,Y20-24,POP,EMP,ED3,TOTAL,2011,201365,,
FR1,M,Y20-24,POP,EMP,ED4,TOTAL,2011,0,,
FR1,M,Y20-24,POP,EMP,ED5,TOTAL,2011,129724,,
FR1,M,Y20-24,POP,EMP,ED6,TOTAL,2011,0,,
FR1,M,Y20-24,POP,EMP,NAP,TOTAL,2011,0,,
FR1,M,Y20-24,POP,EMP,NONE,TOTAL,2011,3209,,
FR1,M,Y20-24,POP,EMP,UNK,TOTAL,2011,7,u,
FR1,M,Y25-29,POP,EMP,ED1,TOTAL,2011,9577,u,
FR1,M,Y25-29,POP,EMP,ED2,TOTAL,2011,52390,u,
FR1,M,Y25-29,POP,EMP,ED3,TOTAL,2011,143863,,
FR1,M,Y25-29,POP,EMP,ED4,TOTAL,2011,0,,
FR1,M,Y25-29,POP,EMP,ED5,TOTAL,2011,219316,,
FR1,M,Y25-29,POP,EMP,ED6,TOTAL,2011,4727,u,
FR1,M,Y25-29,POP,EMP,NAP,TOTAL,2011,0,,
FR1,M,Y25-29,POP,EMP,NONE,TOTAL,2011,5486,,
FR1,M,Y25-29,POP,EMP,UNK,TOTAL,2011,3,u,
FR1,M,Y30-49,POP,EMP,ED1,TOTAL,2011,72993,u,
FR1,M,Y30-49,POP,EMP,ED2,TOTAL,2011,246200,u,
FR1,M,Y30-49,POP,EMP,ED3,TOTAL,2011,601483,,
FR1,M,Y30-49,POP,EMP,ED4,TOTAL,2011,0,,
FR1,M,Y30-49,POP,EMP,ED5,TOTAL,2011,733103,,
FR1,M,Y30-49,POP,EMP,ED6,TOTAL,2011,16421,u,
FR1,M,Y30-49,POP,EMP,NAP,TOTAL,2011,0,,
FR1,M,Y30-49,POP,EMP,NONE,TOTAL,2011,35924,,
FR1,M,Y30-49,POP,EMP,UNK,TOTAL,2011,22,u,
FR1,M,Y50-64,POP,EMP,ED1,TOTAL,2011,124034,u,
FR1,M,Y50-64,POP,EMP,ED2,TOTAL,2011,160824,u,
FR1,M,Y50-64,POP,EMP,ED3,TOTAL,2011,350751,,
FR1,M,Y50-64,POP,EMP,ED4,TOTAL,2011,0,,
FR1,M,Y50-64,POP,EMP,ED5,TOTAL,2011,316674,,
FR1,M,Y50-64,POP,EMP,ED6,TOTAL,2011,10663,u,
FR1,M,Y50-64,POP,EMP,NAP,TOTAL,2011,0,,
FR1,M,Y50-64,POP,EMP,NONE,TOTAL,2011,41157,,
FR1,M,Y50-64,POP,EMP,UNK,TOTAL,2011,37,u,
FR1,M,Y65-84,POP,EMP,ED1,TOTAL,2011,150800,u,
FR1,M,Y65-84,POP,EMP,ED2,TOTAL,2011,62961,u,
FR1,M,Y65-84,POP,EMP,ED3,TOTAL,2011,165266,,
FR1,M,Y65-84,POP,EMP,ED4,TOTAL,2011,0,,
FR1,M,Y65-84,POP,EMP,ED5,TOTAL,2011,135424,,
FR1,M,Y65-84,POP,EMP,ED6,TOTAL,2011,4932,u,
FR1,M,Y65-84,POP,EMP,NAP,TOTAL,2011,0,,
FR1,M,Y65-84,POP,EMP,NONE,TOTAL,2011,38909,,
FR1,M,Y65-84,POP,EMP,UNK,TOTAL,2011,2,u,
FR1,M,Y_GE85,POP,EMP,ED1,TOTAL,2011,21525,u,
FR1,M,Y_GE85,POP,EMP,ED2,TOTAL,2011,9177,u,
FR1,M,Y_GE85,POP,EMP,ED3,TOTAL,2011,14931,,
FR1,M,Y_GE85,POP,EMP,ED4,TOTAL,2011,0,,
FR1,M,Y_GE85,POP,EMP,ED5,TOTAL,2011,15657,,
FR1,M,Y_GE85,POP,EMP,ED6,TOTAL,2011,303,u,
FR1,M,Y_GE85,POP,EMP,NAP,TOTAL,2011,0,,
FR1,M,Y_GE85,POP,EMP,NONE,TOTAL,2011,2535,,
FR1,M,Y_GE85,POP,EMP,UNK,TOTAL,2011,0,,
FR21,F,Y18,POP,EMP,ED1,TOTAL,2011,189,u,
FR21,F,Y18,POP,EMP,ED2,TOTAL,2011,3023,u,
FR21,F,Y18,POP,EMP,ED3,TOTAL,2011,4731,,
FR21,F,Y18,POP,EMP,ED4,TOTAL,2011,0,,
FR21,F,Y18,POP,EMP,ED5,TOTAL,2011,63,,
FR21,F,Y18,POP,EMP,ED6,TOTAL,2011,0,,
FR21,F,Y18,POP,EMP,NAP,TOTAL,2011,0,,
FR21,F,Y18,POP,EMP,NONE,TOTAL,2011,21,u,
FR21,F,Y18,POP,EMP,UNK,TOTAL,2011,1,u,
FR21,F,Y19,POP,EMP,ED1,TOTAL,2011,147,u,
FR21,F,Y19,POP,EMP,ED2,TOTAL,2011,1733,u,
FR21,F,Y19,POP,EMP,ED3,TOTAL,2011,6033,,
FR21,F,Y19,POP,EMP,ED4,TOTAL,2011,0,,
FR21,F,Y19,POP,EMP,ED5,TOTAL,2011,267,,
FR21,F,Y19,POP,EMP,ED6,TOTAL,2011,0,,
FR21,F,Y19,POP,EMP,NAP,TOTAL,2011,0,,
FR21,F,Y19,POP,EMP,NONE,TOTAL,2011,14,u,
FR21,F,Y19,POP,EMP,UNK,TOTAL,2011,0,,
FR21,F,Y20-24,POP,EMP,ED1,TOTAL,2011,841,u,
FR21,F,Y20-24,POP,EMP,ED2,TOTAL,2011,5231,u,
FR21,F,Y20-24,POP,EMP,ED3,TOTAL,2011,22203,,
FR21,F,Y20-24,POP,EMP,ED4,TOTAL,2011,0,,
FR21,F,Y20-24,POP,EMP,ED5,TOTAL,2011,11744,,
FR21,F,Y20-24,POP,EMP,ED6,TOTAL,2011,0,,
FR21,F,Y20-24,POP,EMP,NAP,TOTAL,2011,0,,
FR21,F,Y20-24,POP,EMP,NONE,TOTAL,2011,201,,
FR21,F,Y20-24,POP,EMP,UNK,TOTAL,2011,0,,
FR21,F,Y25-29,POP,EMP,ED1,TOTAL,2011,1076,u,
FR21,F,Y25-29,POP,EMP,ED2,TOTAL,2011,4928,u,
FR21,F,Y25-29,POP,EMP,ED3,TOTAL,2011,16884,,
FR21,F,Y25-29,POP,EMP,ED4,TOTAL,2011,0,,
FR21,F,Y25-29,POP,EMP,ED5,TOTAL,2011,16322,,
FR21,F,Y25-29,POP,EMP,ED6,TOTAL,2011,139,u,
FR21,F,Y25-29,POP,EMP,NAP,TOTAL,2011,0,,
FR21,F,Y25-29,POP,EMP,NONE,TOTAL,2011,252,,
FR21,F,Y25-29,POP,EMP,UNK,TOTAL,2011,1,u,
FR21,F,Y30-49,POP,EMP,ED1,TOTAL,2011,11138,u,
FR21,F,Y30-49,POP,EMP,ED2,TOTAL,2011,32485,u,
FR21,F,Y30-49,POP,EMP,ED3,TOTAL,2011,77235,,
FR21,F,Y30-49,POP,EMP,ED4,TOTAL,2011,0,,
FR21,F,Y30-49,POP,EMP,ED5,TOTAL,2011,51939,,
FR21,F,Y30-49,POP,EMP,ED6,TOTAL,2011,613,u,
FR21,F,Y30-49,POP,EMP,NAP,TOTAL,2011,0,,
FR21,F,Y30-49,POP,EMP,NONE,TOTAL,2011,2013,,
FR21,F,Y30-49,POP,EMP,UNK,TOTAL,2011,5,u,
FR21,F,Y50-64,POP,EMP,ED1,TOTAL,2011,33969,u,
FR21,F,Y50-64,POP,EMP,ED2,TOTAL,2011,32362,u,
FR21,F,Y50-64,POP,EMP,ED3,TOTAL,2011,46680,,
FR21,F,Y50-64,POP,EMP,ED4,TOTAL,2011,0,,
FR21,F,Y50-64,POP,EMP,ED5,TOTAL,2011,18965,,
FR21,F,Y50-64,POP,EMP,ED6,TOTAL,2011,215,u,
FR21,F,Y50-64,POP,EMP,NAP,TOTAL,2011,0,,
FR21,F,Y50-64,POP,EMP,NONE,TOTAL,2011,2913,,
FR21,F,Y50-64,POP,EMP,UNK,TOTAL,2011,2,u,
FR21,F,Y65-84,POP,EMP,ED1,TOTAL,2011,67046,u,
FR21,F,Y65-84,POP,EMP,ED2,TOTAL,2011,15769,u,
FR21,F,Y65-84,POP,EMP,ED3,TOTAL,2011,19932,,
FR21,F,Y65-84,POP,EMP,ED4,TOTAL,2011,0,,
FR21,F,Y65-84,POP,EMP,ED5,TOTAL,2011,5540,,
FR21,F,Y65-84,POP,EMP,ED6,TOTAL,2011,47,u,
FR21,F,Y65-84,POP,EMP,NAP,TOTAL,2011,0,,
FR21,F,Y65-84,POP,EMP,NONE,TOTAL,2011,2825,,
FR21,F,Y65-84,POP,EMP,UNK,TOTAL,2011,0,,
FR21,F,Y_GE85,POP,EMP,ED1,TOTAL,2011,16079,u,
FR21,F,Y_GE85,POP,EMP,ED2,TOTAL,2011,3562,u,
FR21,F,Y_GE85,POP,EMP,ED3,TOTAL,2011,2957,,
FR21,F,Y_GE85,POP,EMP,ED4,TOTAL,2011,0,,
FR21,F,Y_GE85,POP,EMP,ED5,TOTAL,2011,1060,,
FR21,F,Y_GE85,POP,EMP,ED6,TOTAL,2011,0,,
FR21,F,Y_GE85,POP,EMP,NAP,TOTAL,2011,0,,
FR21,F,Y_GE85,POP,EMP,NONE,TOTAL,2011,565,,
FR21,F,Y_GE85,POP,EMP,UNK,TOTAL,2011,0,,
FR21,M,Y18,POP,EMP,ED1,TOTAL,2011,233,u,
FR21,M,Y18,POP,EMP,ED2,TOTAL,2011,3634,u,
FR21,M,Y18,POP,EMP,ED3,TOTAL,2011,4873,,
FR21,M,Y18,POP,EMP,ED4,TOTAL,2011,0,,
FR21,M,Y18,POP,EMP,ED5,TOTAL,2011,76,,
FR21,M,Y18,POP,EMP,ED6,TOTAL,2011,0,,
FR21,M,Y18,POP,EMP,NAP,TOTAL,2011,0,,
FR21,M,Y18,POP,EMP,NONE,TOTAL,2011,32,u,
FR21,M,Y18,POP,EMP,UNK,TOTAL,2011,0,,
FR21,M,Y19,POP,EMP,ED1,TOTAL,2011,197,u,
FR21,M,Y19,POP,EMP,ED2,TOTAL,2011,2165,u,
FR21,M,Y19,POP,EMP,ED3,TOTAL,2011,6491,,
FR21,M,Y19,POP,EMP,ED4,TOTAL,2011,0,,
FR21,M,Y19,POP,EMP,ED5,TOTAL,2011,207,,
FR21,M,Y19,POP,EMP,ED6,TOTAL,2011,0,,
FR21,M,Y19,POP,EMP,NAP,TOTAL,2011,0,,
FR21,M,Y19,POP,EMP,NONE,TOTAL,2011,61,,
FR21,M,Y19,POP,EMP,UNK,TOTAL,2011,0,,
FR21,M,Y20-24,POP,EMP,ED1,TOTAL,2011,1005,u,
FR21,M,Y20-24,POP,EMP,ED2,TOTAL,2011,6744,u,
FR21,M,Y20-24,POP,EMP,ED3,TOTAL,2011,26198,,
FR21,M,Y20-24,POP,EMP,ED4,TOTAL,2011,0,,
FR21,M,Y20-24,POP,EMP,ED5,TOTAL,2011,9275,,
FR21,M,Y20-24,POP,EMP,ED6,TOTAL,2011,0,,
FR21,M,Y20-24,POP,EMP,NAP,TOTAL,2011,0,,
FR21,M,Y20-24,POP,EMP,NONE,TOTAL,2011,211,,
FR21,M,Y20-24,POP,EMP,UNK,TOTAL,2011,3,u,
FR21,M,Y25-29,POP,EMP,ED1,TOTAL,2011,1038,u,
FR21,M,Y25-29,POP,EMP,ED2,TOTAL,2011,5679,u,
FR21,M,Y25-29,POP,EMP,ED3,TOTAL,2011,21047,,
FR21,M,Y25-29,POP,EMP,ED4,TOTAL,2011,0,,
FR21,M,Y25-29,POP,EMP,ED5,TOTAL,2011,11549,,
FR21,M,Y25-29,POP,EMP,ED6,TOTAL,2011,164,u,
FR21,M,Y25-29,POP,EMP,NAP,TOTAL,2011,0,,
FR21,M,Y25-29,POP,EMP,NONE,TOTAL,2011,378,,
FR21,M,Y25-29,POP,EMP,UNK,TOTAL,2011,0,,
FR21,M,Y30-49,POP,EMP,ED1,TOTAL,2011,9242,u,
FR21,M,Y30-49,POP,EMP,ED2,TOTAL,2011,29221,u,
FR21,M,Y30-49,POP,EMP,ED3,TOTAL,2011,93715,,
FR21,M,Y30-49,POP,EMP,ED4,TOTAL,2011,0,,
FR21,M,Y30-49,POP,EMP,ED5,TOTAL,2011,40249,,
FR21,M,Y30-49,POP,EMP,ED6,TOTAL,2011,732,u,
FR21,M,Y30-49,POP,EMP,NAP,TOTAL,2011,0,,
FR21,M,Y30-49,POP,EMP,NONE,TOTAL,2011,1857,,
FR21,M,Y30-49,POP,EMP,UNK,TOTAL,2011,4,u,
FR21,M,Y50-64,POP,EMP,ED1,TOTAL,2011,25671,u,
FR21,M,Y50-64,POP,EMP,ED2,TOTAL,2011,22316,u,
FR21,M,Y50-64,POP,EMP,ED3,TOTAL,2011,62487,,
FR21,M,Y50-64,POP,EMP,ED4,TOTAL,2011,0,,
FR21,M,Y50-64,POP,EMP,ED5,TOTAL,2011,17738,,
FR21,M,Y50-64,POP,EMP,ED6,TOTAL,2011,428,u,
FR21,M,Y50-64,POP,EMP,NAP,TOTAL,2011,0,,
FR21,M,Y50-64,POP,EMP,NONE,TOTAL,2011,2061,,
FR21,M,Y50-64,POP,EMP,UNK,TOTAL,2011,4,u,
FR21,M,Y65-84,POP,EMP,ED1,TOTAL,2011,38960,u,
FR21,M,Y65-84,POP,EMP,ED2,TOTAL,2011,9635,u,
FR21,M,Y65-84,POP,EMP,ED3,TOTAL,2011,26754,,
FR21,M,Y65-84,POP,EMP,ED4,TOTAL,2011,0,,
FR21,M,Y65-84,POP,EMP,ED5,TOTAL,2011,6050,,
FR21,M,Y65-84,POP,EMP,ED6,TOTAL,2011,114,u,
FR21,M,Y65-84,POP,EMP,NAP,TOTAL,2011,0,,
FR21,M,Y65-84,POP,EMP,NONE,TOTAL,2011,2643,,
FR21,M,Y65-84,POP,EMP,UNK,TOTAL,2011,0,,
FR21,M,Y_GE85,POP,EMP,ED1,TOTAL,2011,5699,u,
FR21,M,Y_GE85,POP,EMP,ED2,TOTAL,2011,1484,u,
FR21,M,Y_GE85,POP,EMP,ED3,TOTAL,2011,1626,,
FR21,M,Y_GE85,POP,EMP,ED4,TOTAL,2011,0,,
FR21,M,Y_GE85,POP,EMP,ED5,TOTAL,2011,565,,
FR21,M,Y_GE85,POP,EMP,ED6,TOTAL,2011,4,u,
FR21,M,Y_GE85,POP,EMP,NAP,TOTAL,2011,0,,
FR21,M,Y_GE85,POP,EMP,NONE,TOTAL,2011,168,,
FR21,M,Y_GE85,POP,EMP,UNK,TOTAL,2011,0,,
FR22,F,Y18,POP,EMP,ED1,TOTAL,2011,345,u,
FR22,F,Y18,POP,EMP,ED2,TOTAL,2011,4915,u,
FR22,F,Y18,POP,EMP,ED3,TOTAL,2011,6691,,
FR22,F,Y18,POP,EMP,ED4,TOTAL,2011,0,,
FR22,F,Y18,POP,EMP,ED5,TOTAL,2011,130,,
FR22,F,Y18,POP,EMP,ED6,TOTAL,2011,0,,
FR22,F,Y18,POP,EMP,NAP,TOTAL,2011,0,,
FR22,F,Y18,POP,EMP,NONE,TOTAL,2011,32,u,
FR22,F,Y18,POP,EMP,UNK,TOTAL,2011,4,u,
FR22,F,Y19,POP,EMP,ED1,TOTAL,2011,277,u,
FR22,F,Y19,POP,EMP,ED2,TOTAL,2011,2764,u,
FR22,F,Y19,POP,EMP,ED3,TOTAL,2011,8363,,
FR22,F,Y19,POP,EMP,ED4,TOTAL,2011,0,,
FR22,F,Y19,POP,EMP,ED5,TOTAL,2011,428,,
FR22,F,Y19,POP,EMP,ED6,TOTAL,2011,0,,
FR22,F,Y19,POP,EMP,NAP,TOTAL,2011,0,,
FR22,F,Y19,POP,EMP,NONE,TOTAL,2011,29,u,
FR22,F,Y19,POP,EMP,UNK,TOTAL,2011,2,u,
FR22,F,Y20-24,POP,EMP,ED1,TOTAL,2011,1208,u,
FR22,F,Y20-24,POP,EMP,ED2,TOTAL,2011,8088,u,
FR22,F,Y20-24,POP,EMP,ED3,TOTAL,2011,31852,,
FR22,F,Y20-24,POP,EMP,ED4,TOTAL,2011,0,,
FR22,F,Y20-24,POP,EMP,ED5,TOTAL,2011,15903,,
FR22,F,Y20-24,POP,EMP,ED6,TOTAL,2011,0,,
FR22,F,Y20-24,POP,EMP,NAP,TOTAL,2011,0,,
FR22,F,Y20-24,POP,EMP,NONE,TOTAL,2011,328,,
FR22,F,Y20-24,POP,EMP,UNK,TOTAL,2011,1,u,
FR22,F,Y25-29,POP,EMP,ED1,TOTAL,2011,1392,u,
FR22,F,Y25-29,POP,EMP,ED2,TOTAL,2011,8062,u,
FR22,F,Y25-29,POP,EMP,ED3,TOTAL,2011,25564,,
FR22,F,Y25-29,POP,EMP,ED4,TOTAL,2011,0,,
FR22,F,Y25-29,POP,EMP,ED5,TOTAL,2011,23084,,
FR22,F,Y25-29,POP,EMP,ED6,TOTAL,2011,200,u,
FR22,F,Y25-29,POP,EMP,NAP,TOTAL,2011,0,,
FR22,F,Y25-29,POP,EMP,NONE,TOTAL,2011,402,,
FR22,F,Y25-29,POP,EMP,UNK,TOTAL,2011,5,u,
FR22,F,Y30-49,POP,EMP,ED1,TOTAL,2011,17383,u,
FR22,F,Y30-49,POP,EMP,ED2,TOTAL,2011,50133,u,
FR22,F,Y30-49,POP,EMP,ED3,TOTAL,2011,113032,,
FR22,F,Y30-49,POP,EMP,ED4,TOTAL,2011,0,,
FR22,F,Y30-49,POP,EMP,ED5,TOTAL,2011,77291,,
FR22,F,Y30-49,POP,EMP,ED6,TOTAL,2011,723,u,
FR22,F,Y30-49,POP,EMP,NAP,TOTAL,2011,0,,
FR22,F,Y30-49,POP,EMP,NONE,TOTAL,2011,2460,,
FR22,F,Y30-49,POP,EMP,UNK,TOTAL,2011,32,u,
FR22,F,Y50-64,POP,EMP,ED1,TOTAL,2011,48604,u,
FR22,F,Y50-64,POP,EMP,ED2,TOTAL,2011,46835,u,
FR22,F,Y50-64,POP,EMP,ED3,TOTAL,2011,62109,,
FR22,F,Y50-64,POP,EMP,ED4,TOTAL,2011,0,,
FR22,F,Y50-64,POP,EMP,ED5,TOTAL,2011,26601,,
FR22,F,Y50-64,POP,EMP,ED6,TOTAL,2011,254,u,
FR22,F,Y50-64,POP,EMP,NAP,TOTAL,2011,0,,
FR22,F,Y50-64,POP,EMP,NONE,TOTAL,2011,3482,,
FR22,F,Y50-64,POP,EMP,UNK,TOTAL,2011,21,u,
FR22,F,Y65-84,POP,EMP,ED1,TOTAL,2011,86291,u,
FR22,F,Y65-84,POP,EMP,ED2,TOTAL,2011,20415,u,
FR22,F,Y65-84,POP,EMP,ED3,TOTAL,2011,25425,,
FR22,F,Y65-84,POP,EMP,ED4,TOTAL,2011,0,,
FR22,F,Y65-84,POP,EMP,ED5,TOTAL,2011,7104,,
FR22,F,Y65-84,POP,EMP,ED6,TOTAL,2011,50,u,
FR22,F,Y65-84,POP,EMP,NAP,TOTAL,2011,0,,
FR22,F,Y65-84,POP,EMP,NONE,TOTAL,2011,3503,,
FR22,F,Y65-84,POP,EMP,UNK,TOTAL,2011,1,u,
FR22,F,Y_GE85,POP,EMP,ED1,TOTAL,2011,18882,u,
FR22,F,Y_GE85,POP,EMP,ED2,TOTAL,2011,3945,u,
FR22,F,Y_GE85,POP,EMP,ED3,TOTAL,2011,3441,,
FR22,F,Y_GE85,POP,EMP,ED4,TOTAL,2011,0,,
FR22,F,Y_GE85,POP,EMP,ED5,TOTAL,2011,1200,,
FR22,F,Y_GE85,POP,EMP,ED6,TOTAL,2011,3,u,
FR22,F,Y_GE85,POP,EMP,NAP,TOTAL,2011,0,,
FR22,F,Y_GE85,POP,EMP,NONE,TOTAL,2011,970,,
FR22,F,Y_GE85,POP,EMP,UNK,TOTAL,2011,0,,
FR22,M,Y18,POP,EMP,ED1,TOTAL,2011,413,u,
FR22,M,Y18,POP,EMP,ED2,TOTAL,2011,5797,u,
FR22,M,Y18,POP,EMP,ED3,TOTAL,2011,6630,,
FR22,M,Y18,POP,EMP,ED4,TOTAL,2011,0,,
FR22,M,Y18,POP,EMP,ED5,TOTAL,2011,92,,
FR22,M,Y18,POP,EMP,ED6,TOTAL,2011,0,,
FR22,M,Y18,POP,EMP,NAP,TOTAL,2011,0,,
FR22,M,Y18,POP,EMP,NONE,TOTAL,2011,57,,
FR22,M,Y18,POP,EMP,UNK,TOTAL,2011,1,u,
FR22,M,Y19,POP,EMP,ED1,TOTAL,2011,335,u,
FR22,M,Y19,POP,EMP,ED2,TOTAL,2011,3436,u,
FR22,M,Y19,POP,EMP,ED3,TOTAL,2011,8595,,
FR22,M,Y19,POP,EMP,ED4,TOTAL,2011,0,,
FR22,M,Y19,POP,EMP,ED5,TOTAL,2011,224,,
FR22,M,Y19,POP,EMP,ED6,TOTAL,2011,0,,
FR22,M,Y19,POP,EMP,NAP,TOTAL,2011,0,,
FR22,M,Y19,POP,EMP,NONE,TOTAL,2011,61,,
FR22,M,Y19,POP,EMP,UNK,TOTAL,2011,0,,
FR22,M,Y20-24,POP,EMP,ED1,TOTAL,2011,1675,u,
FR22,M,Y20-24,POP,EMP,ED2,TOTAL,2011,10987,u,
FR22,M,Y20-24,POP,EMP,ED3,TOTAL,2011,34366,,
FR22,M,Y20-24,POP,EMP,ED4,TOTAL,2011,0,,
FR22,M,Y20-24,POP,EMP,ED5,TOTAL,2011,11915,,
