GEO,SEX,CAS,LMS,COC,AGE,TIME,VALUE,FLAGS,FOOTNOTES
FR25,F,POP,MAR,TOTAL,Y65-84,2011,67437,,
FR25,F,POP,MAR,TOTAL,Y_GE85,2011,3942,,
FR25,F,POP,REP,TOTAL,Y15-29,2011,0,,
FR25,F,POP,REP,TOTAL,Y30-49,2011,0,,
FR25,F,POP,REP,TOTAL,Y50-64,2011,0,,
FR25,F,POP,REP,TOTAL,Y65-84,2011,0,,
FR25,F,POP,REP,TOTAL,Y_GE85,2011,0,,
FR25,F,POP,SIN,TOTAL,Y15-29,2011,110957,,
FR25,F,POP,SIN,TOTAL,Y30-49,2011,61175,,
FR25,F,POP,SIN,TOTAL,Y50-64,2011,16201,,
FR25,F,POP,SIN,TOTAL,Y65-84,2011,9238,,
FR25,F,POP,SIN,TOTAL,Y_GE85,2011,2707,,
FR25,F,POP,UNK,TOTAL,Y15-29,2011,0,,
FR25,F,POP,UNK,TOTAL,Y30-49,2011,0,,
FR25,F,POP,UNK,TOTAL,Y50-64,2011,0,,
FR25,F,POP,UNK,TOTAL,Y65-84,2011,0,,
FR25,F,POP,UNK,TOTAL,Y_GE85,2011,0,,
FR25,F,POP,WID,TOTAL,Y15-29,2011,106,,
FR25,F,POP,WID,TOTAL,Y30-49,2011,2284,,
FR25,F,POP,WID,TOTAL,Y50-64,2011,11833,,
FR25,F,POP,WID,TOTAL,Y65-84,2011,50764,,
FR25,F,POP,WID,TOTAL,Y_GE85,2011,22751,,
FR25,M,POP,DISREP,TOTAL,Y15-29,2011,0,,
FR25,M,POP,DISREP,TOTAL,Y30-49,2011,0,,
FR25,M,POP,DISREP,TOTAL,Y50-64,2011,0,,
FR25,M,POP,DISREP,TOTAL,Y65-84,2011,0,,
FR25,M,POP,DISREP,TOTAL,Y_GE85,2011,0,,
FR25,M,POP,DIV,TOTAL,Y15-29,2011,321,,
FR25,M,POP,DIV,TOTAL,Y30-49,2011,12426,,
FR25,M,POP,DIV,TOTAL,Y50-64,2011,16663,,
FR25,M,POP,DIV,TOTAL,Y65-84,2011,6110,,
FR25,M,POP,DIV,TOTAL,Y_GE85,2011,205,,
FR25,M,POP,DTHREP,TOTAL,Y15-29,2011,0,,
FR25,M,POP,DTHREP,TOTAL,Y30-49,2011,0,,
FR25,M,POP,DTHREP,TOTAL,Y50-64,2011,0,,
FR25,M,POP,DTHREP,TOTAL,Y65-84,2011,0,,
FR25,M,POP,DTHREP,TOTAL,Y_GE85,2011,0,,
FR25,M,POP,MAR,TOTAL,Y15-29,2011,7485,,
FR25,M,POP,MAR,TOTAL,Y30-49,2011,98549,,
FR25,M,POP,MAR,TOTAL,Y50-64,2011,104596,,
FR25,M,POP,MAR,TOTAL,Y65-84,2011,78800,,
FR25,M,POP,MAR,TOTAL,Y_GE85,2011,7589,,
FR25,M,POP,REP,TOTAL,Y15-29,2011,0,,
FR25,M,POP,REP,TOTAL,Y30-49,2011,0,,
FR25,M,POP,REP,TOTAL,Y50-64,2011,0,,
FR25,M,POP,REP,TOTAL,Y65-84,2011,0,,
FR25,M,POP,REP,TOTAL,Y_GE85,2011,0,,
FR25,M,POP,SIN,TOTAL,Y15-29,2011,120915,,
FR25,M,POP,SIN,TOTAL,Y30-49,2011,76598,,
FR25,M,POP,SIN,TOTAL,Y50-64,2011,21839,,
FR25,M,POP,SIN,TOTAL,Y65-84,2011,7991,,
FR25,M,POP,SIN,TOTAL,Y_GE85,2011,910,,
FR25,M,POP,UNK,TOTAL,Y15-29,2011,0,,
FR25,M,POP,UNK,TOTAL,Y30-49,2011,0,,
FR25,M,POP,UNK,TOTAL,Y50-64,2011,0,,
FR25,M,POP,UNK,TOTAL,Y65-84,2011,0,,
FR25,M,POP,UNK,TOTAL,Y_GE85,2011,0,,
FR25,M,POP,WID,TOTAL,Y15-29,2011,25,u,
FR25,M,POP,WID,TOTAL,Y30-49,2011,682,,
FR25,M,POP,WID,TOTAL,Y50-64,2011,3157,,
FR25,M,POP,WID,TOTAL,Y65-84,2011,9969,,
FR25,M,POP,WID,TOTAL,Y_GE85,2011,4057,,
FR26,F,POP,DISREP,TOTAL,Y15-29,2011,0,,
FR26,F,POP,DISREP,TOTAL,Y30-49,2011,0,,
FR26,F,POP,DISREP,TOTAL,Y50-64,2011,0,,
FR26,F,POP,DISREP,TOTAL,Y65-84,2011,0,,
FR26,F,POP,DISREP,TOTAL,Y_GE85,2011,0,,
FR26,F,POP,DIV,TOTAL,Y15-29,2011,926,,
FR26,F,POP,DIV,TOTAL,Y30-49,2011,20750,,
FR26,F,POP,DIV,TOTAL,Y50-64,2011,25718,,
FR26,F,POP,DIV,TOTAL,Y65-84,2011,10202,,
FR26,F,POP,DIV,TOTAL,Y_GE85,2011,1075,,
FR26,F,POP,DTHREP,TOTAL,Y15-29,2011,0,,
FR26,F,POP,DTHREP,TOTAL,Y30-49,2011,0,,
FR26,F,POP,DTHREP,TOTAL,Y50-64,2011,0,,
FR26,F,POP,DTHREP,TOTAL,Y65-84,2011,0,,
FR26,F,POP,DTHREP,TOTAL,Y_GE85,2011,0,,
FR26,F,POP,MAR,TOTAL,Y15-29,2011,15795,,
FR26,F,POP,MAR,TOTAL,Y30-49,2011,117080,,
FR26,F,POP,MAR,TOTAL,Y50-64,2011,116839,,
FR26,F,POP,MAR,TOTAL,Y65-84,2011,77474,,
FR26,F,POP,MAR,TOTAL,Y_GE85,2011,5158,,
FR26,F,POP,REP,TOTAL,Y15-29,2011,0,,
FR26,F,POP,REP,TOTAL,Y30-49,2011,0,,
FR26,F,POP,REP,TOTAL,Y50-64,2011,0,,
FR26,F,POP,REP,TOTAL,Y65-84,2011,0,,
FR26,F,POP,REP,TOTAL,Y_GE85,2011,0,,
FR26,F,POP,SIN,TOTAL,Y15-29,2011,118088,,
FR26,F,POP,SIN,TOTAL,Y30-49,2011,68176,,
FR26,F,POP,SIN,TOTAL,Y50-64,2011,17599,,
FR26,F,POP,SIN,TOTAL,Y65-84,2011,10270,,
FR26,F,POP,SIN,TOTAL,Y_GE85,2011,2707,,
FR26,F,POP,UNK,TOTAL,Y15-29,2011,1,u,
FR26,F,POP,UNK,TOTAL,Y30-49,2011,7,u,
FR26,F,POP,UNK,TOTAL,Y50-64,2011,3,u,
FR26,F,POP,UNK,TOTAL,Y65-84,2011,0,,
FR26,F,POP,UNK,TOTAL,Y_GE85,2011,0,,
FR26,F,POP,WID,TOTAL,Y15-29,2011,85,,
FR26,F,POP,WID,TOTAL,Y30-49,2011,2840,,
FR26,F,POP,WID,TOTAL,Y50-64,2011,13909,,
FR26,F,POP,WID,TOTAL,Y65-84,2011,58288,,
FR26,F,POP,WID,TOTAL,Y_GE85,2011,28185,,
FR26,M,POP,DISREP,TOTAL,Y15-29,2011,0,,
FR26,M,POP,DISREP,TOTAL,Y30-49,2011,0,,
FR26,M,POP,DISREP,TOTAL,Y50-64,2011,0,,
FR26,M,POP,DISREP,TOTAL,Y65-84,2011,0,,
FR26,M,POP,DISREP,TOTAL,Y_GE85,2011,0,,
FR26,M,POP,DIV,TOTAL,Y15-29,2011,431,,
FR26,M,POP,DIV,TOTAL,Y30-49,2011,15612,,
FR26,M,POP,DIV,TOTAL,Y50-64,2011,22374,,
FR26,M,POP,DIV,TOTAL,Y65-84,2011,7842,,
FR26,M,POP,DIV,TOTAL,Y_GE85,2011,292,,
FR26,M,POP,DTHREP,TOTAL,Y15-29,2011,0,,
FR26,M,POP,DTHREP,TOTAL,Y30-49,2011,0,,
FR26,M,POP,DTHREP,TOTAL,Y50-64,2011,0,,
FR26,M,POP,DTHREP,TOTAL,Y65-84,2011,0,,
FR26,M,POP,DTHREP,TOTAL,Y_GE85,2011,0,,
FR26,M,POP,MAR,TOTAL,Y15-29,2011,8814,,
FR26,M,POP,MAR,TOTAL,Y30-49,2011,105321,,
FR26,M,POP,MAR,TOTAL,Y50-64,2011,117978,,
FR26,M,POP,MAR,TOTAL,Y65-84,2011,91592,,
FR26,M,POP,MAR,TOTAL,Y_GE85,2011,9630,,
FR26,M,POP,REP,TOTAL,Y15-29,2011,0,,
FR26,M,POP,REP,TOTAL,Y30-49,2011,0,,
FR26,M,POP,REP,TOTAL,Y50-64,2011,0,,
FR26,M,POP,REP,TOTAL,Y65-84,2011,0,,
FR26,M,POP,REP,TOTAL,Y_GE85,2011,0,,
FR26,M,POP,SIN,TOTAL,Y15-29,2011,129469,,
FR26,M,POP,SIN,TOTAL,Y30-49,2011,85348,,
FR26,M,POP,SIN,TOTAL,Y50-64,2011,25487,,
FR26,M,POP,SIN,TOTAL,Y65-84,2011,10331,,
FR26,M,POP,SIN,TOTAL,Y_GE85,2011,965,,
FR26,M,POP,UNK,TOTAL,Y15-29,2011,2,u,
FR26,M,POP,UNK,TOTAL,Y30-49,2011,4,u,
FR26,M,POP,UNK,TOTAL,Y50-64,2011,6,u,
FR26,M,POP,UNK,TOTAL,Y65-84,2011,0,,
FR26,M,POP,UNK,TOTAL,Y_GE85,2011,0,,
FR26,M,POP,WID,TOTAL,Y15-29,2011,29,u,
FR26,M,POP,WID,TOTAL,Y30-49,2011,625,,
FR26,M,POP,WID,TOTAL,Y50-64,2011,3675,,
FR26,M,POP,WID,TOTAL,Y65-84,2011,12060,,
FR26,M,POP,WID,TOTAL,Y_GE85,2011,5447,,
FR3,F,POP,DISREP,TOTAL,Y15-29,2011,0,,
FR3,F,POP,DISREP,TOTAL,Y30-49,2011,0,,
FR3,F,POP,DISREP,TOTAL,Y50-64,2011,0,,
FR3,F,POP,DISREP,TOTAL,Y65-84,2011,0,,
FR3,F,POP,DISREP,TOTAL,Y_GE85,2011,0,,
FR3,F,POP,DIV,TOTAL,Y15-29,2011,2737,,
FR3,F,POP,DIV,TOTAL,Y30-49,2011,54850,,
FR3,F,POP,DIV,TOTAL,Y50-64,2011,53331,,
FR3,F,POP,DIV,TOTAL,Y65-84,2011,16380,,
FR3,F,POP,DIV,TOTAL,Y_GE85,2011,1334,,
FR3,F,POP,DTHREP,TOTAL,Y15-29,2011,0,,
FR3,F,POP,DTHREP,TOTAL,Y30-49,2011,0,,
FR3,F,POP,DTHREP,TOTAL,Y50-64,2011,0,,
FR3,F,POP,DTHREP,TOTAL,Y65-84,2011,0,,
FR3,F,POP,DTHREP,TOTAL,Y_GE85,2011,0,,
FR3,F,POP,MAR,TOTAL,Y15-29,2011,51521,,
FR3,F,POP,MAR,TOTAL,Y30-49,2011,319075,,
FR3,F,POP,MAR,TOTAL,Y50-64,2011,258817,,
FR3,F,POP,MAR,TOTAL,Y65-84,2011,131606,,
FR3,F,POP,MAR,TOTAL,Y_GE85,2011,6733,,
FR3,F,POP,REP,TOTAL,Y15-29,2011,0,,
FR3,F,POP,REP,TOTAL,Y30-49,2011,0,,
FR3,F,POP,REP,TOTAL,Y50-64,2011,0,,
FR3,F,POP,REP,TOTAL,Y65-84,2011,0,,
FR3,F,POP,REP,TOTAL,Y_GE85,2011,0,,
FR3,F,POP,SIN,TOTAL,Y15-29,2011,352496,,
FR3,F,POP,SIN,TOTAL,Y30-49,2011,158275,,
FR3,F,POP,SIN,TOTAL,Y50-64,2011,36022,,
FR3,F,POP,SIN,TOTAL,Y65-84,2011,16032,,
FR3,F,POP,SIN,TOTAL,Y_GE85,2011,3372,,
FR3,F,POP,UNK,TOTAL,Y15-29,2011,36,u,
FR3,F,POP,UNK,TOTAL,Y30-49,2011,78,,
FR3,F,POP,UNK,TOTAL,Y50-64,2011,67,,
FR3,F,POP,UNK,TOTAL,Y65-84,2011,4,u,
FR3,F,POP,UNK,TOTAL,Y_GE85,2011,0,,
FR3,F,POP,WID,TOTAL,Y15-29,2011,244,,
FR3,F,POP,WID,TOTAL,Y30-49,2011,7589,,
FR3,F,POP,WID,TOTAL,Y50-64,2011,41939,,
FR3,F,POP,WID,TOTAL,Y65-84,2011,137989,,
FR3,F,POP,WID,TOTAL,Y_GE85,2011,45819,,
FR3,M,POP,DISREP,TOTAL,Y15-29,2011,0,,
FR3,M,POP,DISREP,TOTAL,Y30-49,2011,0,,
FR3,M,POP,DISREP,TOTAL,Y50-64,2011,0,,
FR3,M,POP,DISREP,TOTAL,Y65-84,2011,0,,
FR3,M,POP,DISREP,TOTAL,Y_GE85,2011,0,,
FR3,M,POP,DIV,TOTAL,Y15-29,2011,1259,,
FR3,M,POP,DIV,TOTAL,Y30-49,2011,39845,,
FR3,M,POP,DIV,TOTAL,Y50-64,2011,41041,,
FR3,M,POP,DIV,TOTAL,Y65-84,2011,9611,,
FR3,M,POP,DIV,TOTAL,Y_GE85,2011,284,,
FR3,M,POP,DTHREP,TOTAL,Y15-29,2011,0,,
FR3,M,POP,DTHREP,TOTAL,Y30-49,2011,0,,
FR3,M,POP,DTHREP,TOTAL,Y50-64,2011,0,,
FR3,M,POP,DTHREP,TOTAL,Y65-84,2011,0,,
FR3,M,POP,DTHREP,TOTAL,Y_GE85,2011,0,,
FR3,M,POP,MAR,TOTAL,Y15-29,2011,28632,,
FR3,M,POP,MAR,TOTAL,Y30-49,2011,298810,,
FR3,M,POP,MAR,TOTAL,Y50-64,2011,270131,,
FR3,M,POP,MAR,TOTAL,Y65-84,2011,156939,,
FR3,M,POP,MAR,TOTAL,Y_GE85,2011,11573,,
FR3,M,POP,REP,TOTAL,Y15-29,2011,0,,
FR3,M,POP,REP,TOTAL,Y30-49,2011,0,,
FR3,M,POP,REP,TOTAL,Y50-64,2011,0,,
FR3,M,POP,REP,TOTAL,Y65-84,2011,0,,
FR3,M,POP,REP,TOTAL,Y_GE85,2011,0,,
FR3,M,POP,SIN,TOTAL,Y15-29,2011,380408,,
FR3,M,POP,SIN,TOTAL,Y30-49,2011,191882,,
FR3,M,POP,SIN,TOTAL,Y50-64,2011,43136,,
FR3,M,POP,SIN,TOTAL,Y65-84,2011,12386,,
FR3,M,POP,SIN,TOTAL,Y_GE85,2011,1049,,
FR3,M,POP,UNK,TOTAL,Y15-29,2011,31,u,
FR3,M,POP,UNK,TOTAL,Y30-49,2011,89,,
FR3,M,POP,UNK,TOTAL,Y50-64,2011,86,,
FR3,M,POP,UNK,TOTAL,Y65-84,2011,6,u,
FR3,M,POP,UNK,TOTAL,Y_GE85,2011,0,,
FR3,M,POP,WID,TOTAL,Y15-29,2011,74,,
FR3,M,POP,WID,TOTAL,Y30-49,2011,2056,,
FR3,M,POP,WID,TOTAL,Y50-64,2011,10675,,
FR3,M,POP,WID,TOTAL,Y65-84,2011,24956,,
FR3,M,POP,WID,TOTAL,Y_GE85,2011,8075,,
FR41,F,POP,DISREP,TOTAL,Y15-29,2011,0,,
FR41,F,POP,DISREP,TOTAL,Y30-49,2011,0,,
FR41,F,POP,DISREP,TOTAL,Y50-64,2011,0,,
FR41,F,POP,DISREP,TOTAL,Y65-84,2011,0,,
FR41,F,POP,DISREP,TOTAL,Y_GE85,2011,0,,
FR41,F,POP,DIV,TOTAL,Y15-29,2011,1539,,
FR41,F,POP,DIV,TOTAL,Y30-49,2011,33674,,
FR41,F,POP,DIV,TOTAL,Y50-64,2011,33362,,
FR41,F,POP,DIV,TOTAL,Y65-84,2011,9980,,
FR41,F,POP,DIV,TOTAL,Y_GE85,2011,754,,
FR41,F,POP,DTHREP,TOTAL,Y15-29,2011,0,,
FR41,F,POP,DTHREP,TOTAL,Y30-49,2011,0,,
FR41,F,POP,DTHREP,TOTAL,Y50-64,2011,0,,
FR41,F,POP,DTHREP,TOTAL,Y65-84,2011,0,,
FR41,F,POP,DTHREP,TOTAL,Y_GE85,2011,0,,
FR41,F,POP,MAR,TOTAL,Y15-29,2011,27416,,
FR41,F,POP,MAR,TOTAL,Y30-49,2011,184393,,
FR41,F,POP,MAR,TOTAL,Y50-64,2011,161233,,
FR41,F,POP,MAR,TOTAL,Y65-84,2011,93049,,
FR41,F,POP,MAR,TOTAL,Y_GE85,2011,4183,,
FR41,F,POP,REP,TOTAL,Y15-29,2011,0,,
FR41,F,POP,REP,TOTAL,Y30-49,2011,0,,
FR41,F,POP,REP,TOTAL,Y50-64,2011,0,,
FR41,F,POP,REP,TOTAL,Y65-84,2011,0,,
FR41,F,POP,REP,TOTAL,Y_GE85,2011,0,,
FR41,F,POP,SIN,TOTAL,Y15-29,2011,186953,,
FR41,F,POP,SIN,TOTAL,Y30-49,2011,91981,,
FR41,F,POP,SIN,TOTAL,Y50-64,2011,22652,,
FR41,F,POP,SIN,TOTAL,Y65-84,2011,11697,,
FR41,F,POP,SIN,TOTAL,Y_GE85,2011,2965,,
FR41,F,POP,UNK,TOTAL,Y15-29,2011,1,u,
FR41,F,POP,UNK,TOTAL,Y30-49,2011,5,u,
FR41,F,POP,UNK,TOTAL,Y50-64,2011,7,u,
FR41,F,POP,UNK,TOTAL,Y65-84,2011,0,,
FR41,F,POP,UNK,TOTAL,Y_GE85,2011,0,,
FR41,F,POP,WID,TOTAL,Y15-29,2011,140,,
FR41,F,POP,WID,TOTAL,Y30-49,2011,3986,,
FR41,F,POP,WID,TOTAL,Y50-64,2011,20853,,
FR41,F,POP,WID,TOTAL,Y65-84,2011,82403,,
FR41,F,POP,WID,TOTAL,Y_GE85,2011,29060,,
FR41,M,POP,DISREP,TOTAL,Y15-29,2011,0,,
FR41,M,POP,DISREP,TOTAL,Y30-49,2011,0,,
FR41,M,POP,DISREP,TOTAL,Y50-64,2011,0,,
FR41,M,POP,DISREP,TOTAL,Y65-84,2011,0,,
FR41,M,POP,DISREP,TOTAL,Y_GE85,2011,0,,
FR41,M,POP,DIV,TOTAL,Y15-29,2011,744,,
FR41,M,POP,DIV,TOTAL,Y30-49,2011,24551,,
FR41,M,POP,DIV,TOTAL,Y50-64,2011,28664,,
FR41,M,POP,DIV,TOTAL,Y65-84,2011,7359,,
FR41,M,POP,DIV,TOTAL,Y_GE85,2011,176,,
FR41,M,POP,DTHREP,TOTAL,Y15-29,2011,0,,
FR41,M,POP,DTHREP,TOTAL,Y30-49,2011,0,,
FR41,M,POP,DTHREP,TOTAL,Y50-64,2011,0,,
FR41,M,POP,DTHREP,TOTAL,Y65-84,2011,0,,
FR41,M,POP,DTHREP,TOTAL,Y_GE85,2011,0,,
FR41,M,POP,MAR,TOTAL,Y15-29,2011,14879,,
FR41,M,POP,MAR,TOTAL,Y30-49,2011,168442,,
FR41,M,POP,MAR,TOTAL,Y50-64,2011,166687,,
FR41,M,POP,MAR,TOTAL,Y65-84,2011,113537,,
FR41,M,POP,MAR,TOTAL,Y_GE85,2011,8622,,
FR41,M,POP,REP,TOTAL,Y15-29,2011,0,,
FR41,M,POP,REP,TOTAL,Y30-49,2011,0,,
FR41,M,POP,REP,TOTAL,Y50-64,2011,0,,
FR41,M,POP,REP,TOTAL,Y65-84,2011,0,,
FR41,M,POP,REP,TOTAL,Y_GE85,2011,0,,
FR41,M,POP,SIN,TOTAL,Y15-29,2011,214160,,
FR41,M,POP,SIN,TOTAL,Y30-49,2011,120502,,
FR41,M,POP,SIN,TOTAL,Y50-64,2011,30465,,
FR41,M,POP,SIN,TOTAL,Y65-84,2011,10504,,
FR41,M,POP,SIN,TOTAL,Y_GE85,2011,786,,
FR41,M,POP,UNK,TOTAL,Y15-29,2011,2,u,
FR41,M,POP,UNK,TOTAL,Y30-49,2011,2,u,
FR41,M,POP,UNK,TOTAL,Y50-64,2011,9,u,
FR41,M,POP,UNK,TOTAL,Y65-84,2011,1,u,
FR41,M,POP,UNK,TOTAL,Y_GE85,2011,0,,
FR41,M,POP,WID,TOTAL,Y15-29,2011,76,,
FR41,M,POP,WID,TOTAL,Y30-49,2011,1087,,
FR41,M,POP,WID,TOTAL,Y50-64,2011,4993,,
FR41,M,POP,WID,TOTAL,Y65-84,2011,16076,,
FR41,M,POP,WID,TOTAL,Y_GE85,2011,5325,,
FR42,F,POP,DISREP,TOTAL,Y15-29,2011,0,,
FR42,F,POP,DISREP,TOTAL,Y30-49,2011,0,,
FR42,F,POP,DISREP,TOTAL,Y50-64,2011,0,,
FR42,F,POP,DISREP,TOTAL,Y65-84,2011,0,,
FR42,F,POP,DISREP,TOTAL,Y_GE85,2011,0,,
FR42,F,POP,DIV,TOTAL,Y15-29,2011,1463,,
FR42,F,POP,DIV,TOTAL,Y30-49,2011,27184,,
FR42,F,POP,DIV,TOTAL,Y50-64,2011,24268,,
FR42,F,POP,DIV,TOTAL,Y65-84,2011,7850,,
FR42,F,POP,DIV,TOTAL,Y_GE85,2011,628,,
FR42,F,POP,DTHREP,TOTAL,Y15-29,2011,0,,
FR42,F,POP,DTHREP,TOTAL,Y30-49,2011,0,,
FR42,F,POP,DTHREP,TOTAL,Y50-64,2011,0,,
FR42,F,POP,DTHREP,TOTAL,Y65-84,2011,0,,
FR42,F,POP,DTHREP,TOTAL,Y_GE85,2011,0,,
FR42,F,POP,MAR,TOTAL,Y15-29,2011,25506,,
FR42,F,POP,MAR,TOTAL,Y30-49,2011,158630,,
FR42,F,POP,MAR,TOTAL,Y50-64,2011,124148,,
FR42,F,POP,MAR,TOTAL,Y65-84,2011,69894,,
FR42,F,POP,MAR,TOTAL,Y_GE85,2011,3212,,
FR42,F,POP,REP,TOTAL,Y15-29,2011,0,,
FR42,F,POP,REP,TOTAL,Y30-49,2011,0,,
FR42,F,POP,REP,TOTAL,Y50-64,2011,0,,
FR42,F,POP,REP,TOTAL,Y65-84,2011,0,,
FR42,F,POP,REP,TOTAL,Y_GE85,2011,0,,
FR42,F,POP,SIN,TOTAL,Y15-29,2011,149237,,
FR42,F,POP,SIN,TOTAL,Y30-49,2011,73004,,
FR42,F,POP,SIN,TOTAL,Y50-64,2011,16468,,
FR42,F,POP,SIN,TOTAL,Y65-84,2011,9230,,
FR42,F,POP,SIN,TOTAL,Y_GE85,2011,2766,,
FR42,F,POP,UNK,TOTAL,Y15-29,2011,0,,
FR42,F,POP,UNK,TOTAL,Y30-49,2011,1,u,
FR42,F,POP,UNK,TOTAL,Y50-64,2011,2,u,
FR42,F,POP,UNK,TOTAL,Y65-84,2011,0,,
FR42,F,POP,UNK,TOTAL,Y_GE85,2011,0,,
FR42,F,POP,WID,TOTAL,Y15-29,2011,112,,
FR42,F,POP,WID,TOTAL,Y30-49,2011,2828,,
FR42,F,POP,WID,TOTAL,Y50-64,2011,12983,,
FR42,F,POP,WID,TOTAL,Y65-84,2011,55233,,
FR42,F,POP,WID,TOTAL,Y_GE85,2011,20953,,
FR42,M,POP,DISREP,TOTAL,Y15-29,2011,0,,
FR42,M,POP,DISREP,TOTAL,Y30-49,2011,0,,
FR42,M,POP,DISREP,TOTAL,Y50-64,2011,0,,
FR42,M,POP,DISREP,TOTAL,Y65-84,2011,0,,
FR42,M,POP,DISREP,TOTAL,Y_GE85,2011,0,,
FR42,M,POP,DIV,TOTAL,Y15-29,2011,917,,
FR42,M,POP,DIV,TOTAL,Y30-49,2011,20093,,
FR42,M,POP,DIV,TOTAL,Y50-64,2011,20401,,
FR42,M,POP,DIV,TOTAL,Y65-84,2011,5741,,
FR42,M,POP,DIV,TOTAL,Y_GE85,2011,150,,
FR42,M,POP,DTHREP,TOTAL,Y15-29,2011,0,,
FR42,M,POP,DTHREP,TOTAL,Y30-49,2011,0,,
FR42,M,POP,DTHREP,TOTAL,Y50-64,2011,0,,
FR42,M,POP,DTHREP,TOTAL,Y65-84,2011,0,,
FR42,M,POP,DTHREP,TOTAL,Y_GE85,2011,0,,
FR42,M,POP,MAR,TOTAL,Y15-29,2011,14243,,
FR42,M,POP,MAR,TOTAL,Y30-49,2011,145093,,
FR42,M,POP,MAR,TOTAL,Y50-64,2011,130990,,
FR42,M,POP,MAR,TOTAL,Y65-84,2011,86388,,
FR42,M,POP,MAR,TOTAL,Y_GE85,2011,5793,,
FR42,M,POP,REP,TOTAL,Y15-29,2011,0,,
FR42,M,POP,REP,TOTAL,Y30-49,2011,0,,
FR42,M,POP,REP,TOTAL,Y50-64,2011,0,,
FR42,M,POP,REP,TOTAL,Y65-84,2011,0,,
FR42,M,POP,REP,TOTAL,Y_GE85,2011,0,,
FR42,M,POP,SIN,TOTAL,Y15-29,2011,160320,,
FR42,M,POP,SIN,TOTAL,Y30-49,2011,94441,,
FR42,M,POP,SIN,TOTAL,Y50-64,2011,21875,,
FR42,M,POP,SIN,TOTAL,Y65-84,2011,7308,,
FR42,M,POP,SIN,TOTAL,Y_GE85,2011,570,,
FR42,M,POP,UNK,TOTAL,Y15-29,2011,0,,
FR42,M,POP,UNK,TOTAL,Y30-49,2011,0,,
FR42,M,POP,UNK,TOTAL,Y50-64,2011,3,u,
FR42,M,POP,UNK,TOTAL,Y65-84,2011,0,,
FR42,M,POP,UNK,TOTAL,Y_GE85,2011,0,,
FR42,M,POP,WID,TOTAL,Y15-29,2011,58,,
FR42,M,POP,WID,TOTAL,Y30-49,2011,692,,
FR42,M,POP,WID,TOTAL,Y50-64,2011,3228,,
FR42,M,POP,WID,TOTAL,Y65-84,2011,11420,,
FR42,M,POP,WID,TOTAL,Y_GE85,2011,3789,,
FR43,F,POP,DISREP,TOTAL,Y15-29,2011,0,,
FR43,F,POP,DISREP,TOTAL,Y30-49,2011,0,,
FR43,F,POP,DISREP,TOTAL,Y50-64,2011,0,,
FR43,F,POP,DISREP,TOTAL,Y65-84,2011,0,,
FR43,F,POP,DISREP,TOTAL,Y_GE85,2011,0,,
FR43,F,POP,DIV,TOTAL,Y15-29,2011,745,,
FR43,F,POP,DIV,TOTAL,Y30-49,2011,16142,,
FR43,F,POP,DIV,TOTAL,Y50-64,2011,17339,,
FR43,F,POP,DIV,TOTAL,Y65-84,2011,6275,,
FR43,F,POP,DIV,TOTAL,Y_GE85,2011,551,,
FR43,F,POP,DTHREP,TOTAL,Y15-29,2011,0,,
FR43,F,POP,DTHREP,TOTAL,Y30-49,2011,0,,
FR43,F,POP,DTHREP,TOTAL,Y50-64,2011,0,,
FR43,F,POP,DTHREP,TOTAL,Y65-84,2011,0,,
FR43,F,POP,DTHREP,TOTAL,Y_GE85,2011,0,,
FR43,F,POP,MAR,TOTAL,Y15-29,2011,13962,,
FR43,F,POP,MAR,TOTAL,Y30-49,2011,89390,,
FR43,F,POP,MAR,TOTAL,Y50-64,2011,78184,,
FR43,F,POP,MAR,TOTAL,Y65-84,2011,48062,,
FR43,F,POP,MAR,TOTAL,Y_GE85,2011,2765,,
FR43,F,POP,REP,TOTAL,Y15-29,2011,0,,
FR43,F,POP,REP,TOTAL,Y30-49,2011,0,,
FR43,F,POP,REP,TOTAL,Y50-64,2011,0,,
FR43,F,POP,REP,TOTAL,Y65-84,2011,0,,
FR43,F,POP,REP,TOTAL,Y_GE85,2011,0,,
FR43,F,POP,SIN,TOTAL,Y15-29,2011,88504,,
FR43,F,POP,SIN,TOTAL,Y30-49,2011,46947,,
FR43,F,POP,SIN,TOTAL,Y50-64,2011,11247,,
FR43,F,POP,SIN,TOTAL,Y65-84,2011,6589,,
FR43,F,POP,SIN,TOTAL,Y_GE85,2011,1794,,
FR43,F,POP,UNK,TOTAL,Y15-29,2011,0,,
FR43,F,POP,UNK,TOTAL,Y30-49,2011,1,u,
FR43,F,POP,UNK,TOTAL,Y50-64,2011,0,,
FR43,F,POP,UNK,TOTAL,Y65-84,2011,0,,
FR43,F,POP,UNK,TOTAL,Y_GE85,2011,0,,
FR43,F,POP,WID,TOTAL,Y15-29,2011,79,,
FR43,F,POP,WID,TOTAL,Y30-49,2011,1918,,
FR43,F,POP,WID,TOTAL,Y50-64,2011,9070,,
FR43,F,POP,WID,TOTAL,Y65-84,2011,35374,,
FR43,F,POP,WID,TOTAL,Y_GE85,2011,15341,,
FR43,M,POP,DISREP,TOTAL,Y15-29,2011,0,,
FR43,M,POP,DISREP,TOTAL,Y30-49,2011,0,,
FR43,M,POP,DISREP,TOTAL,Y50-64,2011,0,,
